c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
-0.38,0.41,-4,0.03,84,27,0.32,11,-6,0.02,0.04,0.77759218706196,0.0851488635990712,0.588802846977434,0.20349758976276,0.265455507519033,0.0294155165835678,0.68630717897896
0.36,0.1,-6,0.01,210,17,0.1,4,18,0.27,-0.11,0.225070968489804,-0.307190534994471,-0.923398444746834,0.0480868650672965,0.274158688374749,-0.308614202266948,-0.408950777903437
0.32,0.03,-7,0.15,-3,-56,0.21,-19,12,0.51,-0.07,0.825951982726556,-0.107601178281313,0.106349354276765,-0.543060883794312,0.0871935675821527,-0.0456872898894537,-0.749368240653538
0.17,0.28,-3,0,33,-3,0.31,0,-2,0.61,-0.1,0.95838979610454,-0.0374594160568201,0.282552990797895,-0.0157986791392348,0.282457719340914,-0.163746948872023,-0.508503934364416
0.42,0.03,-7,0.14,115,-67,0.14,-6,17,0.04,0.13,0.332003296869873,-0.399271715951831,0.772356586335057,-0.365815816023957,0.178771911417041,0.0999579761588487,-0.340019814728203
0.45,0.03,10,0.14,21,-24,0.22,-26,6,0.58,-0.05,0.881457280760441,0.0238600494713468,0.405962312125332,-0.240121555399528,0.203199752437924,-0.0415620653565954,-0.515420079498667
-0.3,0.04,7,0.11,252,2,0.02,11,7,0.1,0.1,0.504115144447205,-0.0271492659844834,-0.860544713672862,-0.0677763547645446,0.152026114605806,0.0922271090843749,0.811791615533091
-0.4,0.37,9,0.08,-86,-93,0.03,-19,-7,0.14,-0.06,0.565533947196682,0.452206265620269,-0.317096110429701,-0.612479309570753,0.943997278715663,0.0536257904256243,0.555939218880565
-0.42,0.39,2,0.09,26,-71,0.14,-19,-7,0.19,0.04,0.783939547910993,-0.227256038328456,0.308318257829276,-0.488603448773629,0.800587889490574,0.16471507700323,0.372917264683655
0.39,0.01,-8,0.15,-87,68,0.08,23,-12,0,-0.06,0.414553885551261,-0.435864194309814,-0.693734024044581,0.396106783552013,0.277820805473322,0.0805674111070031,-0.119327067370338
0.22,0.03,-2,0.07,25,91,0.08,27,20,0.18,-0.04,0.818310294048814,-0.0232655102355481,0.00304369516634944,0.574297583668047,0.14596571678676,-0.135862869725728,0.0449975378332174
-0.2,0.08,10,0.07,183,17,0.13,16,-16,0.46,-0.01,0.0837143543075701,-0.00574685252001827,0.989878856464409,0.114449683676686,0.00939020063784896,-0.00864740487344057,0.428052972221429
-0.38,0.35,9,0.03,198,85,0.3,-14,10,0.14,-0.1,0.265737481600215,-0.70468183723577,-0.649435846957338,0.105072260038513,0.571325410192344,-0.283194407679087,0.687781764611766
-0.32,0.06,-4,0.04,28,-25,0.02,1,12,0.26,0.01,0.918787014402804,-0.0599813390640841,0.227978553946984,-0.316636131970284,0.321585233127278,-0.119227798696571,0.310335315186616
0.43,0.4,-3,0.07,232,-82,0.06,-17,8,0.53,0.11,0.418025649521996,0.48951505676175,-0.662688121531806,-0.382719243213481,0.576777799011239,0.00766316961686439,-0.906545045685855
0.42,0.28,6,0.06,151,-23,0.05,-1,-4,0.09,-0.08,0.246620677870266,-0.213029335552306,0.945355506862464,0.00998544369401665,0.542476965484741,-0.0586769738313966,-0.00812692682380123
-0.06,0.13,1,0.02,-83,-34,0.18,26,15,0.34,0.05,0.526670320105941,0.141926553498377,-0.801654085020279,-0.244593449016683,-0.00776670567314169,-0.0318936965693569,0.205101775020809
0.07,0.08,-6,0.08,48,49,0.07,24,17,0.04,0.09,0.947446473559198,0.077571755045324,0.197190834613658,0.239673897835782,0.201736154427935,-0.00607242732175414,0.231422816670103
-0.5,0.17,-2,0.14,213,-56,0.1,25,-3,0.68,-0.04,0.0692288182537661,0.48378506343505,-0.872269759022769,-0.0174599717838308,-0.0245976938378603,0.0280404551863519,0.236661089543297
0.23,0.24,4,0.1,-11,-100,0.19,-14,-19,0.32,0.08,0.754776640837198,-0.00524811365812778,0.0426353470639274,-0.654573836118039,0.379564732440201,0.267445799451033,-0.208038745142514
0.04,0.15,9,0.05,-29,-91,0.2,8,8,0.55,-0.07,0.603116062382838,0.267382695627367,-0.185796534445611,-0.728173850919453,0.16385983709665,-0.151599383415222,0.0467125072416045
0.42,0.04,-4,0.02,47,-44,0.35,-6,17,0.55,0,0.764428643403824,-0.135885535251114,0.425973844469678,-0.464467710697988,-0.0346544673709708,-0.0813630047227739,-0.735792281767097
0.16,0.23,3,0.01,85,-31,0.32,24,-17,0.03,-0.11,0.857510814228887,-0.19247687699917,0.469683298001006,-0.0838179866141889,0.0750799208907861,-0.126606617804634,0.341601661015136
-0.34,0.3,3,0.12,125,58,0.04,17,13,0.69,-0.11,0.533384959305746,0.476575774042778,0.653458620864804,0.247725347107241,0.298962755947902,-0.158202677801229,0.244634142234941
-0.45,0.22,-1,0.05,51,33,0.28,-1,8,0.25,-0.04,0.878253854369355,0.146106893695722,0.413364191633151,0.190926656010705,0.257251515842075,-0.115692508075387,0.516715088685445
0.01,0.32,-10,0.1,121,-70,0.07,-30,19,0.58,-0.01,0.134332851392648,-0.470349630473455,0.844211427139604,-0.219164268157739,0.493687935223254,-0.213690848117401,-0.862864065612766
0.4,0.37,7,0.13,169,-73,0.2,-11,-1,0.45,0.08,0.0352241515136457,-0.591389522834827,0.804156202630053,0.0484818853073192,0.506407080278966,0.133441629425842,-0.415671893004277
-0.16,0.13,-7,0.11,85,45,0.34,-13,9,0.31,-0.12,0.633874013597127,0.29798570979954,0.693619178578445,0.168228079551828,0.176900173768531,-0.140570685686394,-0.0505237770357435
0.17,0.03,-2,0.13,24,-25,0.07,-21,4,0.7,0.11,0.894201173764109,-0.0868821787989041,0.373038695758143,-0.231728028760244,0.310237983995732,0.135452293389153,-0.72098046707358
0.44,0.45,2,0,-28,-86,0.17,-23,-14,0.19,0.12,0.803707591698915,0.0435346738981583,-0.0159667808526816,-0.593214886127543,0.53932883343583,0.201164826034246,-0.498236938649147
0.28,0.07,-4,0.05,148,22,0,-8,7,0.51,0,0.210287987146482,0.233203277974585,0.949403028654121,-0.00539284583231808,0.369919469133214,-0.086690678424923,-0.61504121344391
0.04,0.1,10,0,-46,-92,0.36,2,-17,0.12,-0.11,0.702130870757911,0.376796817040939,-0.169506199965769,-0.579917276143521,0.051240897137342,-0.166017510346793,0.455329216065618
0.27,0.19,-5,0.12,39,11,0.1,-5,8,0.68,-0.07,0.926317797211686,0.0206277218792574,0.376002137977551,0.0114990388847393,0.397688764186323,-0.100728525615125,-0.784727584532115
0.34,0.4,-4,0.01,231,84,0.2,3,11,0.31,-0.04,0.308262448407344,-0.68383014015066,-0.605124942996182,0.266785317600701,0.487196441411017,-0.224103140407398,-0.373345215737566
-0.49,0.23,3,0.14,16,90,0.24,16,1,0.41,0.01,0.707948734013174,0.0176369081320232,-0.0179474481043169,0.705815428130633,0.0166067959428081,0.0707266167592264,0.588283873804803
-0.36,0.09,2,0.01,256,37,0.15,5,1,0.28,-0.13,0.556298152886447,-0.254292803076777,-0.773334236788209,0.166798362131286,0.176644049663667,-0.200758732492038,0.510110187818871
-0.17,0.26,0,0.14,125,87,0.1,13,-2,0.29,0,0.398844589564341,0.560089665763643,0.611230613608911,0.391943486573378,0.324640148952773,0.079868381137945,0.343613037903587
-0.3,0.15,6,0.08,186,-5,0.13,28,13,0.57,-0.12,0.196030950297837,0.0531167295138024,0.978961362437552,0.0196247401383223,-0.126641332151031,-0.117600921330761,0.345759271942501
-0.1,0.41,-3,0.07,28,11,0.26,-1,13,0.5,-0.11,0.967561827627979,0.027141638153487,0.250116793229201,-0.0230006726051771,0.451060650028935,-0.244562123165845,-0.142004436827285
-0.26,0,-3,0.14,139,-1,0.28,15,5,0.12,-0.02,0.467332629899138,0.0249189222843758,0.882312852075057,-0.0500329032429455,-0.117478630734597,0.0445213231555137,0.418251172297219
0.43,0.02,-2,0.15,209,-43,0.1,-2,-3,0.69,0.08,0.256887831451333,0.37271276297922,-0.888483320945554,-0.0754402198179942,0.22242194847788,0.17099382944962,-0.839047649561302
0.08,0.36,-2,0.11,-52,-80,0.15,3,15,0.55,-0.13,0.604500530702339,0.23466565130881,-0.397908380278364,-0.648983868351635,0.493521714709492,-0.253814364098166,-0.304101441737763
-0.22,0.46,-4,0.05,-32,99,0.25,7,3,0.19,-0.13,0.624752592771681,-0.280700977892979,-0.183464390173543,0.705146776475109,0.45073257603026,-0.187677883632904,0.343621001600271
0.32,0.17,0,0.03,128,62,0.11,-20,-13,0.13,0,0.21867781694646,0.398628729729897,0.874710914480974,0.167797390615341,0.367119061685166,0.0616592479608225,-0.265574057700191
0.32,0.17,9,0.1,102,-86,0.13,-5,15,0.63,0.12,0.422529984638073,-0.423038358534333,0.682604864395156,-0.420187527652116,0.362190894469696,0.00164467923099787,-0.390181812914073
-0.43,0.42,-3,0,-1,-80,0.04,18,-4,0.51,-0.07,0.774555214897249,0.0911609737291938,-0.139935645079438,-0.610058940742961,0.423220201274345,-0.11065673940935,0.398838655749101
0.44,0.21,0,0.11,110,29,0.36,27,9,0.3,-0.1,0.737577400495856,0.21572798620391,0.626519564152495,0.130054796068233,0.15222080759687,-0.104511572046852,-0.267602731035253
-0.48,0.1,-2,0.13,-86,-38,0.18,23,15,0.14,0.09,0.5236806916804,0.147701919099447,-0.800617123335893,-0.250908146692843,-0.103263327628536,0.146786616413946,0.696621539000358
0.13,0.32,6,0.06,-73,-11,0.2,25,-14,0.18,-0.02,0.655492643369738,0.209803142955295,-0.725461909649534,-0.00412956921296708,0.194186716992612,0.0290823196680304,0.386477319175726
-0.48,0.06,-1,0.04,68,15,0,-22,10,0.62,-0.11,0.706555603672294,0.145197682800644,0.692057860924895,0.0274359064122544,0.637767960890771,-0.275866496185943,-0.0550629546735656
0.37,0.03,-1,0.03,233,-53,0.36,-9,-4,0.54,-0.07,0.472002181544464,0.406116444157839,-0.754824449620806,-0.20621208659171,-0.0175074773354919,-0.109575041732013,-0.599257540666116
-0.33,0.35,1,0.09,93,68,0.02,11,20,0.01,0.06,0.686638289518987,0.459584261993656,0.468179285491081,0.31323844293325,0.451778242341809,-0.125125895833444,0.825025993450347
0.4,0.28,-10,0.15,-45,-92,0.35,-20,-9,0.5,-0.05,0.759449699750821,0.119618777871195,-0.193867990273435,-0.609378949321626,0.110961810066135,0.0339682792264061,-0.93552710215551
0.43,0.45,-9,0.05,147,-42,0.02,-17,9,0.26,-0.1,0.0946155403840473,-0.31217710418072,0.937144159889307,-0.123911979762007,0.607827248091976,-0.256741395651609,-0.816159860163475
0.46,0.21,-2,0.08,61,60,0.3,23,-12,0.5,0.02,0.771688212497939,0.12055195091546,0.302651248173446,0.546229577926048,0.231291361361724,0.0945458596734309,-0.530954076724944
0.24,0.24,-5,0.04,189,-57,0.11,14,9,0.34,-0.02,0.0132675822920391,-0.398018293309883,0.915344406287218,-0.0595821057827904,0.40495694178758,-0.141346814647407,-0.234347801023053
0.03,0.18,6,0.04,74,88,0.3,22,-16,0.51,0.13,0.521946261727659,0.285646413499383,0.333579673874633,0.731233770760866,-0.0207611104677311,0.107534647187591,0.0409462776463723
-0.2,0.19,3,0.12,239,20,0.06,15,-14,0.53,-0.07,0.364227583875345,-0.0327763344378341,-0.926420377942443,0.0894944823893005,0.22378625470852,0.054818472895306,0.221213076010125
0.17,0.45,-8,0.12,64,80,0.07,15,0,0.57,-0.07,0.723893600626249,0.224677389581015,0.351498181311558,0.549497182993774,0.661906473927779,-0.040765728638656,-0.411148060240665
-0.22,0.04,-6,0.14,190,-10,0.23,27,-14,0.16,-0.11,0.149249037132274,-0.189102602425028,0.969530374530726,-0.0444497866528064,-0.120951522917516,-0.0574930427040019,0.289559664854312
-0.13,0.37,-8,0.08,-37,-66,0.02,6,5,0.01,-0.04,0.766447464323682,0.127642064301661,-0.349135356145029,-0.523803675953208,0.619764479290612,-0.113387320093467,0.327849336709888
0.32,0.11,-10,0.02,179,-33,0.27,-17,9,0.55,-0.07,0.16028414740937,0.218441064201949,-0.96210771059669,0.0306797452722138,0.0707981956776187,-0.176117421340576,-0.849000624517785
-0.33,0.44,-4,0.08,264,76,0.24,-20,18,0.7,-0.09,0.674441242067281,-0.462604828980582,-0.406098743261308,0.407688108637197,0.647117113965173,-0.33154262302724,-0.376225111189398
-0.4,0.36,-9,0.08,-39,-95,0,22,12,0.36,-0.08,0.520259062720513,0.277151443678241,-0.43036948600561,-0.683593220006977,0.392756056388011,-0.199513830649183,0.391025414336393
-0.37,0.43,10,0.1,87,12,0.07,-4,-16,0.35,-0.11,0.663530052827231,0.0404386680692735,0.71238156862559,0.224955737429432,0.708439537577208,0.122536615408397,0.591572121010945
0.31,0.24,-5,0.01,270,56,0.26,14,-7,0.65,0.02,0.510406495019639,-0.357749395830052,-0.702122722594182,0.344273527942438,0.294206629501029,-0.00287480812924624,-0.646019780861069
-0.25,0.09,-8,0.02,120,-53,0.12,13,1,0.69,-0.08,0.499657781913942,-0.376529507291602,0.708548344770787,-0.32638454962538,0.170369867554793,-0.154522490466029,-0.227299334405136
0.16,0.25,1,0.02,18,16,0.19,3,10,0,0.04,0.989965192128082,0.0377213800759695,0.125245799695324,0.0534743444901705,0.338897397463108,-0.0934729912639937,0.240760290326916
-0.35,0.22,7,0.03,181,-45,0.28,8,-20,0.47,-0.06,0.0726628667437808,-0.539336820931098,0.837674625080442,0.0462290372044784,0.122512904413511,-0.0390362220211257,0.456057115471107
-0.39,0.25,8,0.12,-76,17,0.15,27,6,0.11,0.03,0.620911851316851,-0.0934455015446076,-0.777683961327842,0.0307256802820247,-0.103504110464494,0.0597635987514953,0.97631701731003
-0.12,0.08,9,0.15,80,-30,0.06,30,-16,0.5,0.13,0.904611820682411,-0.123196244303878,0.405406730577607,-0.0463197805850588,-0.131095277792904,0.177973139913509,0.338868974209151
-0.28,0.45,-5,0.08,110,71,0.18,5,-19,0.17,0.03,0.456062831212024,0.32638745281325,0.722656546726256,0.404036434132659,0.49614658197516,0.234199018874032,0.37949623941392
0.05,0.08,-2,0,47,69,0.18,18,-5,0.63,-0.11,0.778722645382212,0.120178381269529,0.220101939305062,0.575068112973165,0.108692799154714,-0.167945483614311,-0.301122041671965
0.07,0.22,2,0.11,270,3,0.01,-19,-10,0.01,-0.1,0.810367492003605,0.0455614287915671,-0.578912842298297,0.0780295144952537,0.595228563465421,0.0571315864798988,0.103295851266501
0.37,0.19,-5,0.11,15,16,0.02,22,-5,0.44,0.02,0.983009099031291,-0.0470205333678758,-0.0567449589827413,0.168113623164621,0.474373400575051,0.0992349170503796,-0.3750157901703
0.01,0.3,-10,0.07,138,37,0.33,2,-7,0.4,-0.04,0.376687626092664,0.210266368854638,0.899897979341778,0.0638601069051998,0.276388227053527,-0.0228538367737706,-0.319437330261195
-0.02,0.19,-10,0.09,-49,0,0.29,-5,14,0.27,-0.02,0.921592962457609,-0.122556832760538,-0.360935540277285,-0.0732923601547762,0.209601232315339,-0.106628218012371,-0.203666463394133
0.03,0.38,8,0.02,259,-47,0.03,-26,-18,0.29,-0.13,0.750581563389949,0.352541224865835,-0.495449955998345,-0.258594939181791,0.813672544799156,0.0934859910869578,-0.1504745835162
-0.33,0.12,-2,0,-18,6,0.24,30,3,0.52,0.13,0.913141072617345,-0.0492106239399893,-0.404059253892243,0.0220865419367864,-0.191530869903559,0.0587789902121365,0.161862768677155
0.15,0.32,4,0.04,10,89,0.35,9,7,0.52,0.13,0.750442160589047,0.0295131875142172,-0.0197440573338801,0.659981596389771,0.212304563715363,0.0526114427069475,-0.157530428206849
-0.08,0.06,1,0.02,32,-55,0.29,-24,-5,0.16,0.12,0.80044907034619,-0.227187851395088,0.410911457671689,-0.372583869638142,0.273865566215751,0.0972665199941753,0.179523445185888
0.43,0,-5,0.1,4,-29,0.34,-8,2,0.43,-0.06,0.957846261958588,-0.0667668027911624,0.0913670537287092,-0.264054528440512,-0.05363186290194,-0.0426961666732332,-0.657542237610189
-0.06,0.34,8,0.03,-33,44,0.17,17,-9,0.1,0.05,0.813442004780816,-0.0608937064454193,-0.422848407903397,0.394719248716184,0.262872026496274,0.0468368934268216,0.663106380958042
-0.34,0.18,0,0.13,-71,19,0.16,-21,-7,0.54,-0.09,0.883079177170264,-0.0441756374486022,-0.420303114683605,0.203874892253949,0.554960079329382,0.045832026149627,-0.0532487026965496
0.01,0.1,9,0.13,244,-20,0.18,-21,-10,0.67,0.06,0.664582343853759,0.218008717422207,-0.702517450407516,-0.131421989174918,0.424966720492053,0.188036674298746,-0.236113085032515
0.04,0.27,2,0.05,258,-92,0.01,-3,19,0.03,0.01,0.356384610227764,0.46077836515508,-0.60484484822182,-0.542988045335567,0.544673942825177,-0.239418181724385,0.298461627469415
0.05,0.15,7,0,147,-5,0.25,0,7,0.08,0.11,0.288051161046468,0.0340385811958339,0.956582979853139,0.0285815721269013,0.197186512845454,-0.0133178905836808,0.402804015107721
0.33,0.04,3,0.05,157,42,0.26,28,-15,0.02,0.05,0.365732199263049,0.209521873194567,0.877612586620123,0.228334602899321,0.000534593044443921,0.0488571029691605,0.152631283635694
0.5,0.4,-10,0.11,8,62,0.34,-15,-17,0.28,0.11,0.749872272849723,-0.00436673753266525,0.216781896660002,0.62504249079163,0.237118198941189,0.224089472196839,-0.81828486161649
-0.08,0.29,-1,0.09,237,-54,0.26,-8,6,0.15,-0.01,0.46926779716441,0.339719173072052,-0.771918999878597,-0.261762632203548,0.397469986160418,-0.0474470768817774,0.186613236873634
0.11,0.08,3,0.01,138,74,0.12,-28,-20,0.54,-0.04,0.0674038662002114,0.463830112080042,0.877245615231696,0.103723076052744,0.39272753994462,0.0679643907673975,-0.437872717358828
-0.13,0.31,-6,0.06,204,-58,0.24,14,14,0.47,0.09,0.0995001740276399,0.356871458341198,-0.928772694155815,-0.0111247552982226,0.260078253105858,-0.0240442586568745,-0.0478414482310518
0.3,0.32,6,0.05,165,93,0.24,23,10,0.28,0,0.208907584939119,0.736683786944383,0.590649621597561,0.254534169641025,0.23755563486083,-0.0935278817131945,0.102648122835778
0.49,0.25,-9,0.03,-48,-3,0.22,28,10,0.19,0.13,0.782074059835652,-0.11459237818597,-0.607901758452996,-0.0753936593064668,0.423778639806274,-0.0271779311436264,-0.324226650283104
-0.48,0.19,6,0.05,-35,-68,0.35,6,20,0.2,-0.09,0.663759468069514,0.188535335752773,-0.298882997408902,-0.659201600104653,0.0198296659507989,-0.169254875535841,0.812442944124757
0.12,0.08,6,0,260,-38,0.33,-14,1,0.12,0.1,0.673807879439444,0.243135896503351,-0.636824305285881,-0.285171319795638,0.159424954365312,0.012241887323226,0.215110581835535
0.49,0.08,10,0.11,267,30,0.19,23,-2,0.49,-0.09,0.521231947572844,-0.135107598181578,-0.836997946979328,0.0974557873880002,0.101588203948828,-0.0724134775570694,-0.248277273823652
0.31,0.1,-7,0.06,-83,-27,0.14,9,-10,0.44,-0.12,0.691177209172362,0.181588112318421,-0.69636492709634,-0.0661491594462579,0.279940349546191,-0.0800450486290926,-0.531002827390861
-0.34,0.35,7,0.1,177,0,0.35,16,7,0.01,0.08,0.168135452920485,0.053200988668023,0.983031689675699,0.0504858531601538,0.0369754664966011,0.0763535523940583,0.95178230163856
0.2,0.25,0,0.1,65,66,0.33,23,-5,0.3,-0.1,0.760042312845083,0.181885482449806,0.308780275495868,0.542132913060805,0.122582928725648,-0.0554310211035231,-0.0369577569080518
0.03,0.25,-5,0.04,174,0,0.14,4,-7,0.46,0.02,0.0895728758092671,-0.0615181912017189,0.993343732046785,-0.0382157307125065,0.403521750809058,0.0406576794325306,-0.238520826094606
0.48,0.16,9,0.09,121,-31,0.08,-16,1,0.42,-0.04,0.368374820142883,-0.193932059423512,0.908305862435632,-0.0408755241864467,0.417368066418801,-0.0536069286276798,-0.442867849948632
0.46,0.22,2,0.02,-89,68,0.25,5,-10,0.19,-0.06,0.537280713134831,-0.343169782956203,-0.645846756186777,0.420054642733701,0.283111105007868,-0.0492358663249934,-0.21380712539812
-0.03,0.4,3,0.06,202,25,0.36,3,-19,0.58,-0.12,0.162550650725799,-0.0459425479154054,-0.984892940462597,0.0381112065749684,0.305161298891302,0.00138279830398291,-0.095505918397439
-0.02,0.3,8,0.07,77,-35,0.31,-18,16,0.66,0.03,0.623080332049603,-0.0615091359159493,0.735415207847599,-0.25913702568005,0.449760517654892,-0.148737661368063,-0.22635553014513
-0.41,0.28,0,0.07,-18,-97,0.27,13,-1,0.44,0.09,0.644794629461347,0.201687362629437,-0.175324149518901,-0.716116984974424,0.127077758205187,0.0889628953730065,0.393719195300464
-0.01,0.15,-8,0.11,110,15,0.14,-7,0,0.21,0.12,0.523892309604146,0.0679678486529385,0.848954514851094,0.0139086735912635,0.339528710047271,0.139331590673928,-0.126639720546762
0.03,0.33,-7,0.12,-37,93,0.22,18,-20,0.11,-0.09,0.480258767941243,-0.322547566259596,-0.33467241489233,0.743847402378813,0.303351947465471,0.0918459065889604,0.164814242349214
-0.16,0.3,-2,0.08,137,-73,0.22,15,17,0.25,-0.02,0.330785815141407,-0.4142744530291,0.770143583759096,-0.354734101072016,0.228845447171483,-0.116316155195641,0.314477481022805
-0.47,0.23,6,0.11,-78,-51,0.31,6,4,0.63,-0.04,0.644069680086707,0.305278490639987,-0.595908695053596,-0.369962319034113,0.120952439208328,-0.0292063186160534,0.38709735295702
-0.39,0.02,1,0.01,197,75,0.28,-30,-5,0.23,-0.03,0.31102112893367,-0.526793238019672,-0.750616410808158,0.249659258909123,0.441717986524463,-0.0480849655926234,0.351982552260813
-0.01,0.19,9,0.02,-58,-28,0.23,-8,0,0.65,-0.05,0.866337938221366,0.165772190839616,-0.392881817071307,-0.260042372234478,0.356552790614958,-0.12371372229539,-0.110017814689565
-0.21,0.37,3,0.1,229,28,0.35,-22,-10,0.65,-0.05,0.557164187211344,-0.121276431908415,-0.804772816366989,0.164926679434928,0.544602148610739,0.086819844910472,-0.217858598056268
-0.14,0.05,3,0.04,-57,77,0.25,-30,10,0.23,0.01,0.820512998687169,-0.146864646879275,-0.182347793855131,0.52147720617356,0.37824277017604,-0.112010109723335,0.152453090205716
0.43,0.05,-3,0.15,149,31,0.07,29,14,0.55,-0.06,0.498207086180143,0.330877931831841,0.800003799036135,0.0479939062207552,0.303300688335199,-0.0855886262314555,-0.512690036209516
0.17,0.07,7,0.02,186,-12,0.3,-10,-19,0.02,-0.12,0.142379067202811,0.262090952364066,-0.953041962947984,-0.0524170847301416,0.15738009089584,-0.101528748210247,0.307676280057403
-0.24,0.26,8,0.01,261,-31,0.21,30,11,0.37,-0.11,0.38677838689422,0.212965260700426,-0.87672502566424,-0.19079178845103,-0.141419941829519,-0.18313562615395,0.546252694263899
0.02,0.07,3,0,106,63,0.15,-2,-16,0.19,-0.05,0.440273288951212,0.337263695356745,0.735236653283499,0.389666132091147,0.253644232217765,-0.0287551472334869,0.206707792244137
-0.14,0.39,-2,0.08,80,29,0.2,-26,1,0.36,0.06,0.58576641033175,0.191650250857595,0.775329863523175,0.13788218377445,0.651780491556198,0.0509157444237869,-0.237234489642868
0.23,0.23,8,0.02,2,14,0.27,-26,8,0.04,0.08,0.967364655432105,0.113026939358527,0.223879323002845,0.0361743435566599,0.385233916626215,-0.0586736063853822,0.0907313544717074
-0.19,0.08,-1,0.09,165,63,0.31,-21,0,0.37,0.09,0.0402855997440896,-0.519463360514823,-0.852848223800488,0.0344208468265746,0.269537097857022,0.104757835298663,0.0403999928934516
0.35,0.22,-1,0.13,-17,8,0.04,-17,-9,0.04,-0.06,0.988601084910407,-0.00834490963948709,-7.28249231495788e-05,0.150327150221127,0.454932047876113,0.0833268322908405,-0.241888473412991
0.42,0.33,4,0.08,-47,-29,0.29,-15,16,0.52,-0.11,0.880670435839414,0.0609064377953106,-0.270312246623404,-0.3842411724411,0.340590590023407,-0.235139726600632,-0.599327351148233
0.18,0.42,8,0.05,24,96,0.12,21,0,0.23,-0.1,0.647433913395853,0.0625290545598411,-0.0304200115302738,0.758942730394911,0.406694626737521,-0.140084493450566,0.381219326580963
0.33,0.31,2,0.06,100,34,0.21,6,3,0.15,-0.06,0.653369496618666,0.241986948359877,0.690121694013709,0.195659564456722,0.392686252300145,-0.101792791560434,-0.0229289818292843
0.21,0.09,2,0.14,143,-3,0.22,11,-10,0.56,-0.03,0.404878028166263,-0.0994998301898078,0.907979241303459,0.041800280649691,0.113108281935792,0.0725650141423549,-0.313880713210532
0.11,0.22,3,0.09,71,-15,0.23,7,-9,0.48,0.01,0.847457835256113,-0.0902398959839328,0.522391246883199,-0.0279170882372844,0.245201474342135,0.0776553174550175,-0.110819974043328
0.43,0.13,-4,0.05,142,-81,0.01,-8,6,0.53,0.02,0.165512837289411,-0.59847860122223,0.757552393542989,-0.201353509055047,0.39984141848587,-0.0614696768632945,-0.790540078803148
-0.14,0.02,-10,0,112,-4,0.15,-1,-7,0.22,0.1,0.551528503451318,-0.128758564653862,0.822156719683028,-0.0574096698219942,0.194630068004678,0.0376532794528368,0.00459848626943007
-0.08,0.43,6,0.15,-4,56,0.36,3,12,0.59,0.08,0.924357253760131,0.00929569676501644,-0.0798069526487724,0.372971993253648,0.349179955531057,0.051958591262014,0.0366990332374276
-0.37,0.34,-9,0.09,26,1,0.2,-17,4,0.03,-0.1,0.927070412281484,-0.0622055092940039,0.368435460882206,-0.0304341329797448,0.57640032709663,-0.151885229923716,0.257687778059967
-0.02,0.11,9,0.07,202,4,0.05,5,-4,0.25,-0.06,0.152316627281433,0.0183159121499921,-0.98596705752253,-0.0658265440083814,0.310898360657379,-0.0556559025558927,0.40403249222481
0.32,0.29,6,0.05,79,64,0.28,30,-19,0.43,-0.12,0.652354106009312,0.186556964100386,0.370971158647171,0.63404338887052,0.140400942026254,-0.0726441573951185,-0.0604052955543234
-0.18,0.42,10,0.08,9,34,0.22,0,-9,0.59,0.01,0.921513601316627,0.101744536234572,0.0575020143776263,0.370343422079274,0.505462729265698,0.0866552411342083,0.21436412071375
-0.12,0.33,-6,0.08,238,-10,0.26,-16,11,0.24,0.09,0.599830614945025,-0.0257145850894883,-0.797346969126777,-0.0614801131479998,0.448242335924555,-0.0202913371638048,-0.0812069973459297
-0.1,0.01,0,0.03,105,29,0.29,26,6,0.25,-0.01,0.756133991954382,0.19127240977588,0.606638580680668,0.15383719933554,-0.206485486135511,-0.044055796993191,0.206385272232164
0.03,0.28,9,0.02,203,66,0.36,18,5,0.12,0.04,0.0747671021885627,-0.555992430533418,-0.826789351621158,-0.0412512504747843,0.019130009658946,-0.0444178220701661,0.51000910554442
0.43,0.26,-5,0.06,91,79,0.12,-3,-2,0.63,0.09,0.537780681104997,0.430289037227907,0.591351351552721,0.419460203700537,0.44096178449244,0.0879417692186159,-0.874520288153058
-0.36,0.16,-3,0.08,128,5,0.32,1,-12,0.61,-0.11,0.444637776363809,-0.0658641607987476,0.892271044483629,0.0425622288962585,0.132347930917012,-0.0577149296805269,0.021569133275343
-0.12,0.12,-4,0,138,13,0.17,26,13,0.37,0.07,0.558852258262839,0.181646684857316,0.808389913089724,-0.0345598571996383,0.0201622483900939,-0.0384644868489869,0.111141461981569
0.36,0.46,3,0.02,-32,64,0.06,15,-17,0.15,-0.05,0.699611835019963,-0.135204183559039,-0.375874923461756,0.592436621893644,0.635312280891939,0.115116190116486,0.125120490288067
-0.13,0.33,-1,0.09,232,-89,0.29,26,10,0.22,-0.08,0.151245375358134,0.615514379896258,-0.755312473172167,-0.166643189012473,0.0840480831930696,-0.097467144118526,0.37868693138456
